pkg_name,avg_issue_till_closed,avg_pr_till_closed,avg_issue_open_time,avg_pr_open_time
gulp-ng-html2js,1786.74,752.80,,85311.31
merge-options,140.32,18.71,,16888.04
rc-notification,297.05,182.76,40995.36,12603.12
read-json,,,,
unist-util-generated,,8.97,,
print,,,28979.73,
level-filesystem,,26588.49,90725.25,64759.85
strip-url-auth,0.39,0.22,,
octal,,,,
level-blobs,,,,67513.33
airbnb-prop-types,2930.01,25.45,57953.25,44714.55
span-skip-list,3.42,729.06,,
contentful,1372.39,4.10,12848.78,229.29
convex-hull,5548.01,,58723.69,
lodash.intersection,2.81,27.85,10739.46,7759.52
release-zalgo,0.04,7.67,,
rbush,15.45,15.57,69910.63,54852.47
hike,640.71,1.33,,
lodash.partial,2.81,27.85,10739.50,7759.56
modern-syslog,55.11,45.31,29071.47,11364.62
incremental-convex-hull,,,,37900.86
cluster,52.68,40.87,126845.13,124667.63
svgo-loader,55.14,60.89,3731.88,11029.09
python-shell,1287.38,5446.77,44234.52,14555.31
@types/js-yaml,,,,
dompurify,51.58,6.63,,
angular2-in-memory-web-api,251.78,205.68,65660.71,49817.80
git-validate,966.15,101.65,81007.22,
depcheck,3983.82,111.21,20767.32,17004.17
path-ends-with,,,,
affine-hull,,,16609.03,
back,3069.86,59.72,,
lodash.topath,2.81,27.85,10739.60,7759.66
cssfilter,,2196.06,69691.97,7135.65
plop,1518.58,801.80,29456.13,16823.36
react-hammerjs,3377.99,1241.55,76834.43,70579.66
cjsx-loader,11.15,6.71,88140.47,
sails-hook-orm,,218.77,,52283.27
unicode-properties,5908.54,5946.70,33529.46,33320.91
humanize-url,80.12,4.66,89679.73,
ng2-alfresco-datatable,,,,
rc-steps,440.96,197.92,37701.11,17466.76
actionbuffer,,,,
child_process,,14219.87,,19105.40
synthetic-dom,244.50,1889.41,61444.94,58986.55
mapbox-gl-function,784.07,682.73,,
recursive-iterator,253.25,24.38,74757.55,
@google-cloud/resource,447.07,9.21,,
fn-args,650.47,34.74,,
blocked,13231.65,2202.27,25535.89,
@google-cloud/prediction,14.06,8.33,,
babel-plugin-transform-remove-strict-mode,0.02,,73514.96,
@google-cloud/speech,255.77,48.69,19556.71,67.54
kw-react-tween-state,1048.29,525.99,82034.18,73812.53
@google-cloud/dns,255.77,48.69,19556.75,67.58
hast-util-to-html,30.64,12.17,,
restructure,3644.33,283.21,44361.62,15815.41
gulp-webdriver,647.25,220.52,77679.94,25180.10
clipboardy,44.52,14.61,30339.46,2919.81
mensch,2928.44,16.03,28604.01,26616.20
fs-mode,,,,
draft-js-import-element,244.50,1889.41,61445.03,58986.65
cerebral,953.70,27.33,76742.57,1902.56
gift,2063.75,310.81,87878.15,63019.87
cbify,100.89,,,
materialize-css,776.10,1481.09,63139.13,67070.51
passport-saml,2400.45,315.08,60424.50,10616.92
git-clone,8097.53,23567.03,45353.55,39441.83
pouchdb-adapter-utils,832.83,37.41,16441.68,13877.16
bunyan-format,113.84,1179.30,64811.85,65169.17
dotty,9545.22,1156.26,90798.60,98781.85
@types/moment,455.38,687.13,31344.83,18623.45
browserify-fs,63.62,0.61,68049.33,59031.51
phonegap,1159.57,317.73,70877.15,38438.34
parse-server-simple-mailgun-adapter,13309.88,17.81,,
protractor-cucumber-framework,682.05,294.10,44611.95,11511.01
electron-download-tf,2275.46,65.83,27434.83,2972.15
pouchdb-json,832.83,37.41,16441.78,13877.27
pg-native,163.91,192.71,43533.72,20897.15
connected-domain,,,,
sse4_crc32,164.83,150.76,63761.89,22085.24
raptor-renderer,8.54,22.64,,
gulp-ng-constant,228.00,739.74,82549.25,85812.55
unipointer,4570.74,35600.05,,
stampit,185.11,8.30,68345.14,
rc-dropdown,88.26,144.09,39113.00,38568.32
is-obj-prop,,611.67,,5014.79
git-refs,,,,77489.27
jsondiffpatch,13110.89,410.81,45630.56,28483.00
path-object,3.25,,732.81,
alt,93.85,31.97,85782.32,66199.21
anysort,8.25,0.25,90881.66,
obj-props,1730.47,8.79,,
jsan,2500.75,22.52,61972.95,
videojs-vtt.js,6609.89,304.70,35503.99,56934.42
redux-router,343.13,135.83,81064.78,80534.02
stylefmt,687.54,17.21,78752.87,73944.85
remark-toc,134.27,50.88,,
@types/browserify,,,,
http-string-parser,,532.40,71769.62,44090.79
vrsource-tslint-rules,551.79,330.77,55639.22,47715.44
grunt-run,224.33,31.82,88418.29,82180.69
@types/mz,,,,
ember-cookies,1037.44,58.47,45079.02,287.26
cloudant-nano,,59.27,,
icepick,522.08,368.08,46946.78,
grunt-coffeelint,867.94,836.70,83549.25,95115.87
gulp-ruby-sass,205.77,64.47,,
random-uuid-v4,,4682.49,44657.10,36069.29
rc-editor-core,23.45,493.90,68720.82,49181.43
intl-locales-supported,277.57,41.85,11555.78,2324.57
svg-react-loader,993.58,2705.95,59102.80,40741.47
@types/relateurl,,,,
deppack,318.27,5.08,75499.42,
@types/html-minifier,,,,
hast-util-sanitize,212.14,34.90,21120.44,
pull-pushable,27.43,52.83,69073.27,93711.26
phridge,590.39,80.31,75493.24,81369.86
raptor-args,185.67,648.12,69300.72,
kuduscript,33.93,61.74,79648.03,51208.50
assign-deep,2566.06,1613.93,59532.57,54107.16
classlist-polyfill,2840.14,707.58,69038.63,55453.70
node-geocoder,196.45,39.86,47067.83,66119.73
angular-dynamic-locale,502.88,60.92,88235.14,13002.54
mincer,881.96,22.27,77023.85,5822.34
po2json,5979.78,8.56,29320.02,32128.85
react-html-attributes,69.47,21.41,54413.00,46384.79
promise-retry,1122.78,49.48,58794.01,40067.31
ngmin,2217.75,310.41,93042.95,
es6-promise-pool,1364.34,808.49,66808.15,68964.12
rss,795.58,1417.78,61797.02,62881.00
@types/object-assign,,,,
flatpickr,159.33,77.61,42056.32,36334.61
@types/inquirer,,,,
parallelshell,330.07,142.48,80183.40,89238.72
libpq,1154.98,338.19,59119.63,51098.97
@types/supertest,,,,
route-parser,518.56,102.91,72211.05,71374.77
prettier-eslint,3867.12,207.81,3375.90,4438.15
babel-preset-vue,275.07,1881.64,62601.85,49070.44
nuka-carousel,3877.45,112.60,11495.10,5107.49
gulp-rev-all,611.13,165.60,79727.98,72968.56
mimik,183.01,3.45,100742.14,
uglify-js-brunch,533.76,1.63,,
gulp-preprocess,,0.03,58283.70,
crypto-lite,261.22,,,
favicons,881.50,64.80,45831.00,26062.86
connect-busboy,2302.32,38221.16,,
bootstrap-select,2119.74,913.73,50147.75,27065.74
d64,37.31,,71987.71,
multi-glob,,882.46,,50122.32
forwarded-for,1268.42,16.87,92232.37,
eslint-plugin-unicorn,1211.16,23.68,26303.51,1786.37
pxt-microbit,1550.63,14.74,20387.22,3682.89
esformatter-eol-last,15984.01,,94887.89,53240.24
url-search-params,21.88,4.10,,
block-elements,4776.45,1281.97,79826.40,
esformatter-spaced-lined-comment,457.05,27.75,,53240.24
primus,116.02,5.44,77676.84,
html-tag-names,0.69,8.42,,
@timer/detect-port,2216.85,0.54,6944.33,
aot-test-generators,6888.90,2821.27,61862.32,65375.94
drafter.js,4076.42,9.10,82598.92,47522.87
@types/graceful-fs,,,,
react-native-code-push,723.85,70.68,6155.93,6808.16
confit,3008.69,116.42,,6046.02
xo-init,4386.39,2635.69,,
isnumber,,,,
globalize,1763.41,459.05,69841.91,
promise-js,923.80,,69457.58,
svg-tag-names,22.21,16.01,,
hot-shots,2672.68,52.05,40344.22,
stream-to-pull-stream,563.23,201.38,57349.79,47245.13
whoots-js,46.59,19.02,52741.31,39924.70
weak,1330.37,761.95,80554.82,66005.87
tsml,,6.41,,
react-native-linear-gradient,1633.72,281.81,40245.60,32068.60
is-circular,5925.41,4.13,43725.79,63661.70
mimoza,15.33,,,
videojs-font,3738.55,412.85,65132.32,
homedir,15.09,0.18,69948.06,
azure-servicefabric,2396.86,47.43,,
web3,1479.60,133.17,19646.56,
galaxy,33.75,0.69,100890.28,
react-custom-scrollbars,495.24,515.48,63317.38,52647.24
html-element-attributes,108.88,56.42,,1874.84
mdast-util-toc,177.05,90.05,,
node-polyglot,185.34,64.01,58749.27,44819.68
react-native-keyboard-aware-scroll-view,557.76,324.97,42379.12,44102.44
influx,2450.63,26.00,41360.49,5386.48
q-plus,,,,
file-contents,,,80232.46,49728.93
twitter,2093.86,827.94,69548.88,70539.40
locale,5586.26,41.81,70414.26,59819.60
react-redux-form,43.81,19.78,70744.80,46541.14
react-infinite,324.22,148.19,77167.85,76727.12
deps-regex,15.45,1717.51,,
blueimp-canvas-to-blob,64.10,191.35,106093.79,
grunt-template-jasmine-istanbul,1462.57,1958.74,80609.06,40246.47
gitbook-plugin-theme-api,144.63,48.29,71713.77,80030.87
strip-debug,263.85,5.14,,
remote-redux-devtools,88.07,7.79,65606.90,46772.81
gulp-usemin,1654.98,28.86,87893.16,84956.68
mobx-react-devtools,742.34,420.51,69638.15,
rocambole-node-remove,,,,
dom-css,4966.60,118.62,86092.61,
prefix-style,4324.48,,81943.82,80953.78
ember-string-ishtmlsafe-polyfill,1897.68,28.72,,
strong-swagger-ui,,47.68,,
rocambole-strip-alert,,0.72,,
videojs-ie8,18399.24,5210.08,,
rocambole-node-update,1984.43,43.12,,
pull-cat,,7.47,,
rocambole-strip-debugger,,,,
uritemplate,348.82,1404.02,98531.64,
eslint-plugin-json,501.24,228.16,40323.51,49640.96
rocambole-strip-console,,,,
typewiselite,,,92596.95,
@types/parse-glob,,,,
grunt-istanbul,80.40,6.21,93440.08,
streamline-streams,0.28,0.07,,
react-native-experimental-navigation,382.36,75.17,76847.69,67083.90
fast-stable-stringify,2990.11,2253.56,,
7zip-bin-linux,2019.14,2660.40,30160.26,3185.41
esformatter-ignore,0.01,,,
gulp-strip-debug,5.90,1.58,,
@types/tape,,,,
poplib,2371.92,5716.48,66418.60,77751.60
gulp-exec,749.40,575.36,42901.05,
ember-welcome-page,2839.67,210.51,59159.97,
sanitize.css,2070.32,144.61,21973.80,21605.54
i18next-browser-languagedetector,277.84,683.52,,
map-async,,8.50,,85927.13
fuse-box,592.19,8.74,44082.11,39408.51
@types/micromatch,,,,
connect-inject,,30.44,,
esformatter-literal-notation,,0.11,,
cordova-plugin-dialogs,3163.94,450.30,42830.06,53306.55
pubnub,323.47,113.27,19547.12,19160.42
rc-cascader,19.59,218.88,34088.51,12354.84
ng2-charts,7686.03,151.46,40077.90,7552.37
html-void-elements,44.52,11.74,,
getmac,4559.16,111.64,30260.06,26834.19
optimize-js-plugin,40.12,212.28,78837.99,38489.67
gulp-transform-js-ast,,,56623.59,74120.63
broccoli-rollup,1033.50,368.44,55279.66,30540.76
ember-cli-deploy,922.14,11.34,73068.14,41887.61
rc-editor-mention,1045.99,539.82,61337.14,48196.46
hast-util-is-element,1210.88,607.77,,
idtoken-verifier,227.91,17.18,,6641.23
dfa,,12883.21,45934.95,
bencode,503.95,33.73,33293.49,12255.71
node-amqp-encoder,,8447.11,,79732.02
ember-radio-button,1868.28,287.78,56987.10,29947.02
to-ico,2203.28,2401.34,77422.66,50703.73
glsl-tokenizer,5727.75,566.63,81195.55,25579.90
ngreact,1049.50,92.62,,
@types/ws,,,,
@types/opn,5451.55,63.62,19615.52,
file-stat,,,,90985.56
parse-gitignore,4816.92,198.98,40339.74,21052.39
true-case-path,2.56,295.55,45753.90,41742.76
angular-loading-bar,233.85,626.84,80957.78,77090.44
cordova-plugin-file-transfer,2851.04,634.99,38743.51,19357.38
collapse-whitespace,134.83,144.36,49902.76,41517.80
isomorphic-style-loader,207.40,1021.60,69228.06,51453.56
gulp-minify,2014.35,42.37,65926.45,27739.99
hast-util-whitespace,,9.35,,
handlebars-helpers,1688.47,194.34,54468.69,43660.64
closure-compiler,30.37,157.96,100091.56,
dequeue,562.80,939.69,,
micro,506.19,11.83,25169.55,23922.06
grunt-zip,37.93,41.91,95128.53,
mkdirp-promise,4229.81,749.83,50244.29,51337.43
winser,3587.65,173.54,87208.49,77615.93
parse-png,3398.98,13.02,,
documentation,684.47,98.01,66901.42,32210.26
mongojs,1614.21,46.33,68396.92,
ngstorage,2061.57,1449.19,82449.76,86146.38
uglify-loader,3059.47,746.70,,
runforcover,,9275.13,110371.17,79142.09
projectzerorn-baidumap,,,82130.33,
rangy,568.69,568.20,86182.61,85872.54
password-sheriff,20438.84,47.22,,799.66
swig-extras,3576.85,8.57,102114.91,100290.09
ember-cli-ic-ajax,71.65,2.36,84420.63,87087.31
fg-loadcss,2586.57,2051.35,,
clean-css-brunch,1637.08,3.12,,
resize-img,7187.61,7.71,45003.38,43652.42
postman-url-encoder,113.65,471.42,50602.58,6822.46
align-yaml,0.00,,,51377.35
detect-browser,1468.65,70.64,44486.70,37229.55
nginxbeautify,,139.17,,
ethereumjs-util,1756.84,47.79,18662.91,10536.75
@types/mime-types,,,,
intercom-client,1923.22,130.87,4331.65,
figlet,10698.64,410.23,4624.77,
@types/validator,,,,
karma-jasmine-matchers,852.01,457.32,44759.02,
gc-stats,391.06,3996.38,25850.64,
react-native-tabs,380.69,17.86,77567.13,76703.97
react-data-grid-addons,4080.10,54.50,23877.07,8046.91
react-dnd-test-backend,3356.97,17.14,36659.32,19440.38
gulp-run,577.27,36.47,81947.22,53239.42
post-compile-webpack-plugin,,4388.69,51892.18,48502.27
node-red-node-email,134.09,61.16,44294.14,44360.01
get-params,,,67729.02,
tinyqueue,28.84,5.16,48309.91,12873.81
gulp-jscs-stylish,1369.16,33.93,,
@types/react-router-redux,,,,
@types/finalhandler,,,,
react-for-atom,455.53,40.15,,
get-folder-size,205.60,23.83,,
rest-facade,2186.81,442.05,74829.52,6874.30
webrtc-adapter,1131.33,56.15,30922.34,6674.79
tracer,2025.23,213.88,38779.42,18619.01
node-red-node-rbe,134.09,61.16,44294.23,44360.10
buble-loader,1174.27,299.73,78159.80,
node-sass-middleware,842.25,43.59,44220.65,
posthtml-parser,4743.12,95.73,38787.38,12943.92
@types/moment-timezone,2468.62,335.79,61843.78,34425.42
pusher,3151.92,638.65,3266.49,1734.79
ngc-webpack,1324.81,4.08,68855.40,70914.78
root-require,,,,
react-list,15.35,17.61,71927.84,71359.43
node-red,139.31,91.10,34449.11,26008.76
gulp-dedupe,,871.56,65337.62,64359.24
@types/chai-as-promised,,,,
fkill,2915.48,805.09,68093.39,
@types/angular-ui-router,,,,
scope-eval,,,,
gulp-remember,566.07,13.80,,
unidragger,651.52,13.76,,66786.26
glob-promise,421.33,339.66,,16233.69
levenshtein,496.29,3918.83,90658.87,77722.07
slack-node,1079.07,441.00,74615.46,
es6-collections,21.91,4.80,91561.61,
braintree,142.76,1188.48,19990.56,25895.83
find-line-column,,,,
mkdirp-then,349.96,27.09,,
@types/angular-sanitize,,,,
datatables.net-bs,,4970.04,,
postcss-opacity,6704.00,765.73,92885.61,25498.22
throng,3202.70,2323.95,31842.30,35220.28
path2glob,,,,
chartist,2615.31,500.20,69634.29,47475.44
graphql-server-core,2327.10,21.61,24852.06,7152.36
fast-json-parse,225.16,2.31,62000.53,32740.53
throttle-debounce,1239.36,2270.93,34990.94,24174.52
flaverr,,,,61567.85
mirror-creator,,89.37,,62898.16
taskkill,9.99,66.00,59189.16,
ng-annotate-webpack-plugin,5167.12,671.40,49669.26,35464.27
node-red-node-twitter,134.09,61.16,44294.48,44360.35
omit.js,1113.66,1153.46,46779.86,
astral,52147.75,49.64,109641.71,
astral-angular-annotate,17449.04,2142.54,105381.85,106257.99
jspath,22.11,32.05,74700.90,44719.76
packpath,,,,
fs.notify,100.18,27.60,117089.69,79276.93
vscode-extension-telemetry,683.11,15.05,23490.72,
node-html-encoder,,6.19,87890.24,93013.91
axon,733.14,30.98,99237.78,83207.74
astral-pass,52148.26,,,
react-autobind,4739.12,12.59,75147.64,69106.52
ejs-loader,7395.77,102.24,50533.51,33218.80
cssbeautify,1394.59,1658.82,102203.08,94986.91
bcp47,,92883.20,82102.18,
grunt-aws-s3,425.80,115.52,81342.88,59708.45
microee,0.95,,73532.17,
upath,586.11,554.93,,27078.14
array-tree-filter,376.77,113.21,,5917.71
tinytim,,950.56,,
pouchdb-security,1287.88,136.71,62090.29,47480.22
raml-parser,1405.01,14.04,89576.07,80650.56
posthtml,879.88,24.46,47584.02,16682.04
react-highlighter,397.88,278.66,72294.78,68639.20
node-red-node-feedparser,134.09,61.16,44294.50,44360.37
javascript-brunch,,38.46,,
rc-touchable,1362.51,286.27,,45030.65
react-native-maps,2985.19,163.76,2415.11,3185.56
graphql-server-module-graphiql,2327.10,21.61,24852.21,7152.51
minipass,854.24,1288.93,9372.82,
waypoints,547.45,1405.51,73357.34,67974.73
urllite,,,62052.16,
lodash3,2.81,27.85,10741.56,7761.62
hbsfy,2490.77,516.47,85730.13,47302.50
@types/mime-db,,,,
connect-ensure-login,59.39,3230.06,81908.73,93283.80
broccoli-templater,24778.30,2604.55,55758.68,40968.94
gulp-stylelint,74.50,109.59,60764.66,37763.25
later,315.11,1175.06,79463.53,84709.83
object-assign-sorted,,0.15,,
callsite-record,1829.79,1859.73,76602.20,33839.40
sjcl,889.74,742.92,71196.85,51641.16
command-exists,4073.27,107.66,49799.29,29259.62
@ngrx/effects,194.16,52.59,13645.87,883.85
travis-ci,135.83,206.49,76770.98,61970.34
gulp-sort,3.01,,,
broccoli-static-compiler,270.23,1996.75,100087.70,
react-shallow-testutils,176.28,455.14,88139.74,86352.71
sweetalert2,16.50,3.74,14152.32,
flush-write-stream,,2924.50,,36590.28
protagonist,714.88,12.42,63780.27,
express-flash,1316.71,18469.33,64760.89,73580.63
ggit,5.13,2228.50,73996.99,57062.75
jssha,443.76,50.50,27902.71,161.76
strip-color,,,88738.94,
jsts,152.13,18.79,39176.54,8026.12
css-brunch,,324.31,,
axe-core,1155.21,71.96,21621.45,1017.01
cp-file,9642.80,154.69,,
rc-rate,9890.97,195.33,39437.46,20580.11
twitter-ng,,10.68,,
posthtml-render,562.29,4.01,50957.45,29646.24
airbrake,,48.77,,
ismobilejs,1593.27,181.81,44447.12,12865.87
gulp-tar,9.70,16.90,,
broccoli-gzip,7950.61,339.03,84199.69,626.62
db-migrate,1265.54,431.62,56489.79,27996.11
alhadis.utils,,,,
@types/modernizr,,,,
highlight-es,,180.61,,53238.59
is-electron-renderer,40.94,53.93,11136.46,
@types/http-errors,,,,
nodejs-websocket,596.60,6005.43,63108.44,
sizzle,1374.32,174.66,84546.21,42869.76
react-native-drawer,364.54,149.82,76640.58,61403.10
mongoskin,888.12,60.34,99251.42,66006.63
@types/redux,11.07,5.80,38613.95,6541.54
@types/karma-jasmine,,,,
generator-jhipster,,,,
ember-require-module,479.85,78.57,,
since-app-start,,8.13,,
pkijs,162.23,37.69,39805.92,48698.77
koa-route,394.48,96.16,58445.10,26204.53
flatstr,7.41,7947.07,47578.97,72367.73
pull-window,30206.52,94.50,89360.96,
react-native-svg,4278.61,225.84,26919.29,5839.10
datatables,,37.39,,85437.73
right-now,,1.42,27437.87,
to-slug-case,2.30,2.39,,
gulp-foreach,2284.54,92.27,68171.82,
passport.socketio,605.08,283.12,82664.68,72731.72
resolve-dep,2474.15,3.17,,
cubic-bezier,,,110242.63,68013.03
is-es2016-keyword,,,,53238.77
@types/extend,,,,
card-validator,102.49,73.86,5662.30,10706.33
snapsvg,182.19,2178.58,83726.23,49789.00
@kadira/storybook-addon-knobs,2613.70,43.22,,
bundle-collapser,101.21,175.14,88077.36,65642.13
qr-image,414.24,32.63,65999.69,67521.35
reactstrap,471.37,123.73,46837.36,25647.79
assign-symbols,,1594.10,,
globals-docs,1259.36,5.97,70099.49,47236.68
@types/aws4,,,,
wdio-junit-reporter,3365.29,15.68,70778.36,53239.25
dom-matches,58.33,,67005.52,
victory-core,2420.56,25.22,23749.44,5309.21
angular-translate-loader-static-files,,273.61,,
maven,156.50,51.35,52989.97,
esformatter-semicolon-first,748.11,398.32,,
lz-string,343.09,142.83,47133.07,14213.38
superagent-promise,4262.39,119.62,80969.36,83908.52
serve-brunch,,21.44,,
remotedev-utils,,6.78,,
bs58check,16.76,46.97,4107.36,
sourcemap-to-ast,15.30,4.42,,75490.22
koa-cors,274.96,1112.88,83971.41,83290.88
bugsnag-js,461.67,56.70,40225.56,14223.55
koa-mount,1126.66,338.61,41551.64,1896.21
pouchdb-adapter-leveldb-core,832.83,37.41,16443.95,13879.43
xml-mapping,15.09,60.97,71089.97,94897.42
cp,3515.96,73.79,,
buffercursor,73.28,8043.80,95055.22,59124.58
babel-plugin-transform-builtin-extend,5.70,129.88,71989.75,72217.86
CBuffer,150.25,4380.35,93581.64,
is-node,,0.02,,
prop-types-extra,2257.47,3.00,48350.89,21753.87
pouchdb-adapter-memory,832.83,37.41,16444.01,13879.49
pleasant-progress,,12.68,95782.44,
inferno,323.28,10.80,46637.62,333.47
asn1js,55.01,831.13,60712.66,2253.83
after-all,232.03,1.10,68568.52,
vscode-languageserver,209.87,39.90,20046.28,7068.19
stream,6.96,22.86,60241.40,36321.00
prom-client,899.51,110.89,36004.98,21593.04
swagger-node-runner,719.49,169.23,72736.14,68882.23
checklist-model,828.43,2064.70,73183.51,
eslint-plugin-dollar-sign,746.07,0.10,68864.80,
react-tagsinput,2138.25,143.71,46791.42,16212.68
composer-ui,,,,
access-control,946.95,5.09,,
@types/tough-cookie,,,,
chainit,2557.02,172.14,97138.37,
electron-is-dev,2488.43,20.36,,
minizlib,12584.39,6907.88,1701.14,
gulp-gh-pages,,172.53,,52329.70
classlist.js,658.49,92.71,77679.53,74183.49
bip66,32.73,16.24,,424.06
tns-android,860.33,46.61,46920.75,10583.83
brunch-skeletons,,10.33,,
karma-json-fixtures-preprocessor,79.54,11.04,71335.35,75111.80
selenium-server-standalone-jar,7.12,19.32,,24545.12
ember-cp-validations,197.18,40.81,58364.36,37829.84
dogapi,135.26,10.12,49073.92,41640.75
karma-webpack-with-fast-source-maps,,1401.97,,
nue,,6.22,,
@types/d3-selection,,,,
nid,60107.57,4745.61,,26161.33
stream-each,,3.27,71625.91,
@glimmer/resolver,25011.28,27.42,72754.49,45314.09
setheader,5689.88,3432.30,,25180.35
@mapbox/geojsonhint,2027.97,112.23,43928.51,
active-model-adapter,12747.11,1040.39,25594.38,24864.90
grunt-ngmin,1114.73,530.42,,75642.57
giturl,11.97,1618.64,48122.41,60926.79
format,122.00,19.96,,
react-radio-group,1835.58,604.23,72149.79,65349.75
pull-level,9.01,13420.07,89368.24,48171.67
installed-by-yarn-globally,,6334.58,,44162.20
document-register-element,19.71,10.89,54274.41,58066.18
messageformat-parser,964.49,179.87,21609.91,25044.62
jsdom-nocontextifiy,922.44,167.91,50980.23,37292.53
vfile-statistics,,4.37,,
gulp-css-url-adjuster,1445.94,65.97,89039.33,85811.81
priorityqueuejs,3573.18,981.93,,
react-native-scrollable-tab-view,3267.31,383.57,49407.77,43485.95
sinon-stub-promise,964.99,38.56,75124.66,71200.66
secp256k1,995.92,42.40,30845.00,16858.66
scroll,1190.94,1443.66,,
sauce-tunnel,1276.31,166.99,76070.67,70753.05
xml-stream,281.75,557.51,92500.44,57390.09
standard-version,594.96,482.97,47204.54,32421.74
