pkg_name,avg_issue_till_closed,avg_pr_till_closed,avg_issue_open_time,avg_pr_open_time
request-progress,235.85,28.68,64138.05,58856.17
color-string,932.00,397.22,49635.58,3274.64
encoding,5281.12,2246.15,39029.07,36160.59
whet.extend,,1938.09,,
detective,7251.07,1060.75,79234.97,69308.16
is-svg,645.69,398.99,,
css-select,604.32,0.21,14770.05,1064.79
asn1.js,64.71,259.42,72141.11,44695.04
global-modules,1282.19,1983.37,61048.13,
read-all-stream,472.60,6.69,,
css-what,464.46,7.98,14303.84,189.99
resolve-dir,3.22,0.64,33558.68,
strict-uri-encode,0.67,569.13,38579.82,53598.51
flatten,17.37,7.72,53371.13,
lodash.uniq,2.81,27.85,10892.34,7948.87
node-fetch,302.34,260.85,32774.51,21864.88
randombytes,12913.69,1068.80,19088.44,31280.10
fs-exists-sync,,39.76,72180.84,
is-unc-path,16.42,,,
create-hash,4032.15,9.65,42047.51,
evp_bytestokey,1461.25,358.05,4612.56,
create-hmac,45.07,6.03,32175.05,36792.09
slide,9.91,46.48,,58885.30
map-stream,74.41,84.83,84182.51,87515.67
parse-asn1,8505.26,284.05,35023.58,
browserify-sign,1052.33,6744.58,37390.00,25448.28
regenerator-transform,294.63,299.15,64551.64,47852.74
detect-file,169.90,1.59,73606.03,
unzip-response,3287.48,13.94,,
throttleit,14116.06,21623.65,,
buffer-xor,1303.31,871.94,37056.32,43789.49
browserify-rsa,3.40,7961.64,,43424.28
cycle,434.57,5347.20,52155.87,
webidl-conversions,506.75,27.16,49277.70,
istanbul,481.33,743.53,82733.32,76848.56
unc-path-regex,,0.18,78794.38,
sass-graph,384.96,1110.33,60431.96,49475.12
querystringify,247.71,217.63,,
miller-rabin,4683.09,5473.71,42583.33,
diffie-hellman,40.81,23.09,67506.69,57461.04
create-ecdh,5882.79,15.64,53473.96,48366.95
liftoff,383.47,55.93,85076.21,
public-encrypt,519.21,145.08,29600.57,64570.04
has-color,570.29,146.03,31014.13,
cssnano,604.58,16.46,39542.92,53383.93
browserify-cipher,4.23,880.27,,43506.10
browserify-des,2.97,2264.52,42541.13,41174.10
des.js,13767.93,1563.64,58068.11,30100.10
is-absolute-url,2508.78,147.24,,
kew,12910.35,19.49,100764.94,22447.35
boolbase,6628.26,24.08,13902.58,
nth-check,72.42,0.03,,806.15
webpack-dev-middleware,535.53,19.70,42871.61,14887.84
shebang-regex,1.76,4.17,,
babel-polyfill,,,,
normalize-url,452.69,127.86,19810.39,
indexes-of,,9.15,,40833.33
postcss-convert-values,604.58,16.46,39543.02,53384.04
cheerio,1619.93,4.69,10619.93,2055.87
postcss-merge-rules,604.58,16.46,39543.07,53384.08
in-publish,3882.96,2975.10,85004.59,78389.07
postcss-discard-duplicates,604.58,16.46,39543.08,53384.09
symbol-observable,215.74,238.72,49010.97,33549.24
glob-watcher,576.91,6.57,48563.30,
uid-number,9226.31,13.11,55715.45,
tildify,7516.23,47.74,,
morgan,56.71,262.64,46630.88,16006.67
lodash.camelcase,2.81,27.85,10892.59,7949.12
stream-consume,3526.60,5.89,,
cookiejar,799.83,582.45,16771.34,71573.68
uniqid,325.54,1219.26,48421.97,27892.29
postcss-minify-selectors,604.58,16.46,39543.13,53384.14
acorn-globals,969.70,1468.41,23832.31,28451.57
postcss-colormin,604.58,16.46,39543.14,53384.15
postcss-reduce-idents,604.58,16.46,39543.15,53384.16
superagent,2149.84,197.87,56903.24,7537.63
basic-auth,18.82,107.80,13434.38,6341.77
postcss-ordered-values,604.58,16.46,39543.17,53384.18
postcss-calc,2281.50,17.85,32785.27,43258.68
postcss-discard-unused,604.58,16.46,39543.18,53384.19
reduce-function-call,,3530.38,91736.01,
math-expression-evaluator,230.66,486.39,22565.83,24883.56
postcss-merge-longhand,604.58,16.46,39543.19,53384.20
babel-loader,1028.74,140.31,50149.86,22119.17
ctype,78.59,360.26,100923.96,125816.87
postcss-normalize-url,604.58,16.46,39543.21,53384.22
postcss-zindex,604.58,16.46,39543.22,53384.23
react-dom,,,,
babel-plugin-transform-object-rest-spread,,,,
utila,,,,
flagged-respawn,191.63,102.67,,
buffer-crc32,65.50,186.53,10782.07,9773.97
postcss-filter-plugins,5508.98,1246.00,25140.33,
reduce-css-calc,5246.52,1606.75,50306.55,18118.85
style-loader,2622.63,36.40,51929.90,6481.29
lodash.isequal,2.81,27.85,10892.83,7949.37
is-obj,3.79,1.97,,
postcss-message-helpers,0.81,35.28,,19841.12
postcss-discard-comments,604.58,16.46,39543.38,53384.39
jade,355.00,91.12,61044.54,37635.95
postcss-merge-idents,604.58,16.46,39543.40,53384.41
pretty-hrtime,491.76,82.54,48327.50,
postcss-discard-empty,604.58,16.46,39543.41,53384.42
postcss-unique-selectors,604.58,16.46,39543.42,53384.43
lodash._createassigner,2.81,27.85,10892.92,7949.46
html-comment-regex,96.34,2609.51,37194.33,
async-foreach,10547.88,13916.19,65080.62,63750.78
postcss-minify-params,604.58,16.46,39543.47,53384.48
postcss-svgo,604.58,16.46,39543.48,53384.49
lodash.isstring,2.81,27.85,10892.98,7949.52
lolex,980.23,68.52,21807.08,24010.61
rx,104.76,12.81,82341.12,74933.81
registry-url,15305.26,28.14,75867.14,
postcss-minify-gradients,604.58,16.46,39543.54,53384.55
colormin,0.48,87.94,67480.92,41251.02
sinon,807.54,47.54,42075.69,4939.36
postcss-reduce-transforms,604.58,16.46,39543.56,53384.58
postcss-normalize-charset,604.58,16.46,39543.57,53384.58
babel-plugin-syntax-async-functions,,,,
uniqs,,5733.36,,43864.09
json-loader,2059.24,1342.92,71305.51,72176.02
html-minifier,591.69,25.17,41126.47,47977.42
connect-history-api-fallback,61.36,7.88,33599.48,1882.50
gulp,11.84,14.75,40079.11,27679.77
postcss-reduce-initial,604.58,16.46,39543.67,53384.68
semver-diff,7270.60,43.77,,
alphanum-sort,,,54520.97,54658.67
postcss-minify-font-values,604.58,16.46,39543.68,53384.69
jsonparse,85.43,85.23,80210.91,44584.25
macaddress,8897.87,1178.19,29611.21,8899.68
fined,307.16,29.38,55150.31,
eslint-plugin-react,965.06,119.82,41194.16,36893.74
postcss-modules-extract-imports,6364.45,5982.92,,30297.86
find-index,84.05,1885.22,,
array-slice,1183.56,1164.15,,67148.59
samsam,1544.97,26.46,38069.30,684.31
read,2004.44,94.16,79516.85,8712.95
babel-helper-remap-async-to-generator,,,,
fastparse,,264.53,80079.86,67609.37
he,4.37,49.55,59815.29,57168.22
file-loader,2210.66,299.66,42956.87,
postcss-modules-scope,10633.52,3124.22,,37696.33
babel-plugin-transform-async-to-generator,,,,
postcss-modules-local-by-default,983.71,1592.03,8509.67,240.49
define-properties,335.97,4291.37,42629.89,
postcss-discard-overridden,604.58,16.46,39543.84,53384.85
vendors,,12.45,,
void-elements,43.19,10.99,46206.34,36256.70
babel-plugin-syntax-trailing-function-commas,,,,
map-cache,17.49,8.98,,
parse-filepath,3014.43,40.42,18441.87,
camel-case,426.42,1597.50,8695.73,4010.60
babel-plugin-transform-class-properties,,,,
parse5,220.19,0.30,35857.67,7267.95
glob2base,4.18,3.69,,99798.21
wtf-8,12.49,1.48,,
lodash.mapvalues,2.81,27.85,10893.48,7950.01
isbinaryfile,154.33,10.28,10968.64,1.65
formatio,5499.33,19.12,,
gulp-sourcemaps,558.07,467.51,53684.56,23217.40
jasmine-core,1022.91,585.68,13930.65,1930.19
cssesc,79.21,43.80,37395.14,42321.64
lazystream,169.63,18114.38,47662.82,31875.35
lower-case,426.42,1597.50,8695.86,4010.73
dot-prop,493.86,182.95,15880.17,
babel-helper-builder-binary-assignment-operator-visitor,,,,
path-root,2.16,,,
path-root-regex,13380.20,0.49,,73801.42
lodash._basecreate,2.81,27.85,10893.59,7950.13
postcss-modules-values,7466.46,13.49,37053.25,31841.92
crc,1773.80,262.14,46126.32,14772.61
create-error-class,2609.10,1745.39,,
babel-helper-explode-assignable-expression,,,,
babel-plugin-transform-exponentiation-operator,,,,
shell-quote,445.01,47.39,16355.80,
extract-zip,2761.88,1781.88,50146.34,45467.94
isomorphic-fetch,1115.06,3643.44,70619.94,60534.12
log4js,2360.03,67.00,39085.05,38161.48
icss-replace-symbols,17.98,3617.57,62424.11,35166.70
karma,912.78,133.87,72853.03,19631.98
param-case,426.42,1597.50,8696.11,4010.98
from,356.74,5.26,116229.71,
image-size,3609.78,97.08,45300.11,5666.04
marked,3033.66,30.55,9911.78,1014.83
babel-plugin-syntax-object-rest-spread,,,,
is-regex,43.77,336.46,42448.11,
pause-stream,8280.44,25.94,,75350.94
string-length,19360.86,79.06,,
capture-stack-trace,12083.50,1728.32,,
babel-preset-react,,,,
sequencify,59479.08,903.64,86599.65,
babel-plugin-transform-flow-strip-types,,,,
useragent,1769.32,301.24,67782.97,57163.53
upper-case,426.42,1597.50,8696.32,4011.18
jsdom,922.44,167.91,50952.91,37265.21
babel-plugin-syntax-exponentiation-operator,,,,
deprecated,2.14,10.07,,
browser-sync,240.28,410.38,69262.85,40507.57
uid-safe,1421.49,22.93,,
is-npm,11724.23,20.28,,
babel-helper-builder-react-jsx,,,,
agent-base,7746.25,237.33,11933.06,10345.92
warning,145.45,1351.53,,9559.45
cli-table,29211.48,2177.60,31437.07,33023.50
babel-plugin-transform-react-jsx,,,,
joi,119.53,130.18,29746.47,21753.71
babel-plugin-syntax-flow,,,,
homedir-polyfill,0.52,22.08,,
parse-passwd,1.85,,,
url-parse-lax,9399.24,87.25,,
is-retry-allowed,11.60,15.02,,
fstream-ignore,111.82,5574.92,113132.48,113063.29
babel-plugin-transform-react-jsx-source,,,,
webpack-dev-server,409.52,40.31,29706.82,22665.48
babel-plugin-syntax-jsx,,,,
fileset,5609.22,482.45,83288.87,53634.18
babel-plugin-transform-react-display-name,,,,
find-cache-dir,6632.38,152.73,,
merge-stream,634.71,1413.57,,
lodash.create,2.81,27.85,10894.47,7951.01
cookie-parser,8.96,252.64,9089.48,4507.73
babel-eslint,1445.30,59.32,,37592.27
aws-sdk,765.18,60.65,1482.95,986.33
https-proxy-agent,7746.25,237.33,11933.47,10346.33
immutable,2644.45,299.15,52536.73,31199.57
es-abstract,36.15,196.24,47554.11,50284.07
rsvp,378.47,54.09,83198.46,38839.75
cli,269.93,51.78,84118.79,66576.31
strip-bom-stream,4456.38,185.48,,
babel-plugin-syntax-class-properties,,,,
fs-readdir-recursive,42.54,3.12,62318.59,
sockjs-client,1025.62,686.41,17545.52,35109.87
cssom,6122.02,137.89,91737.06,39980.96
base64url,7464.76,4175.11,59863.13,52881.13
browser-stdout,3839.78,390.09,34177.18,63906.79
leven,991.66,91.45,,
browser-resolve,396.10,48.60,73407.22,55449.97
xmldom,4286.46,35.44,27439.03,2339.26
browserify,1446.51,324.33,81470.41,68224.12
ejs,50.41,151.41,49303.62,26506.40
is-callable,173.30,72.64,36170.74,
extract-text-webpack-plugin,1848.95,527.41,,
lodash.isempty,2.81,27.85,10894.66,7951.20
css,319.30,246.11,55913.38,50702.88
is-symbol,250.40,1370.21,42448.94,
is-date-object,939.00,1646.38,42448.94,
caniuse-api,224.30,159.21,64398.26,49373.88
pretty-bytes,9.40,61.21,,
lodash._basefor,2.81,27.85,10894.70,7951.24
hasha,1144.27,19.84,,
lodash.flatten,2.81,27.85,10894.74,7951.28
es-to-primitive,22.50,5196.64,42631.34,
jsx-ast-utils,695.09,488.73,16967.70,18248.76
vinyl-sourcemaps-apply,104.19,5152.99,90274.36,
less,1831.03,730.60,61069.24,16243.62
babel-plugin-transform-react-jsx-self,,,,
node-pre-gyp,910.07,266.22,58927.60,18786.69
ent,,,,1450.08
tslib,2079.71,173.70,41789.76,29053.97
replacestream,63.13,22.53,52832.26,85682.03
emitter-listener,,86.07,80610.53,26936.87
xpath,3002.21,459.30,35989.35,15521.79
uncontrollable,574.58,38.50,50470.36,47574.50
shush,,105.11,,
gitbook-plugin-comment,730.94,67.90,80834.66,
doiuse,15819.63,2460.84,36272.90,14654.65
utf-8-validate,989.65,7.27,686.92,
element-class,85.76,40.19,72920.41,81500.72
pm2-multimeter,,,,90825.45
util-extend,9809.63,9751.76,,25396.78
nodemailer-wellknown,,11.03,,35018.33
CSSselect,604.32,0.21,14772.62,1067.36
color-diff,1400.82,124.81,40148.82,18185.14
nodemailer-direct-transport,,3.80,,
cli-table2,706.24,760.12,77351.73,66086.16
hyphenate-style-name,,6724.90,,9728.05
postcss-resolve-nested-selector,20825.57,27451.12,,
err-code,39.02,387.12,43451.78,37066.25
react-bootstrap,112.16,23.76,34065.03,21779.41
csv-stringify,390.94,36.47,24830.45,2862.47
globjoin,6.88,2218.25,21937.05,
lodash._basedifference,2.81,27.85,10894.93,7951.47
CSSwhat,464.46,7.98,14306.49,192.64
normalize.css,701.15,352.92,43767.90,48223.41
@types/lodash,,,,
broccoli-caching-writer,486.72,8.28,85733.36,
postcss-media-query-parser,110.85,107.55,77126.46,43105.76
matchdep,86.38,1135.49,29098.41,
findup,1192.31,1643.73,80902.52,80675.98
svg-tags,,0.10,,78543.84
css-rule-stream,,,,
jsonfilter,,21.99,77736.91,
css-tokenize,,,88859.48,9894.26
json-refs,176.59,1745.85,56093.09,32304.96
to-single-quotes,3600.07,353.10,59093.37,
babel-preset-latest,,,,
thunky,150.28,4043.76,,58569.66
keygrip,1640.61,3739.64,90212.98,
read-chunk,179.18,12.32,,
autoprefixer-core,5.03,4.19,,
gulp-replace,847.79,195.67,86744.34,31110.65
es6-error,2145.26,293.78,60536.95,43598.93
broccoli-funnel,879.29,157.03,68675.11,33548.56
stylehacks,604.58,16.46,39545.61,53386.62
lodash.throttle,2.81,27.85,10895.11,7951.65
uri-js,2789.94,5056.77,26083.45,29335.93
promise-map-series,3320.24,2026.26,,35043.20
comment-parser,572.35,79.90,32913.24,17357.40
ionic,1859.85,116.13,51098.76,17491.50
@angular/cli,,,,
bubleify,39.00,2124.86,64563.74,35333.75
colorguard,1937.35,23.57,77226.58,
to-double-quotes,,26.49,,
symlink-or-copy,3593.32,30.63,62660.60,48456.02
cordova,1142.23,291.14,51126.33,58251.06
pipetteur,,419.46,99808.42,79634.01
sqlstring,215.48,1916.41,47321.52,53323.10
path-loader,391.49,5404.05,90753.53,26356.73
synesthesia,,955.49,23541.27,64616.53
json-schema-ref-parser,8892.42,676.26,8091.79,
react-onclickoutside,946.44,398.13,74421.49,11912.09
find-parent-dir,1426.98,6130.87,63158.63,
backoff,67.17,177.62,71432.95,75911.83
elegant-spinner,,343.78,,
gulp-jshint,372.02,32.27,92116.66,87196.60
reserved-words,23.48,142.47,,47627.81
lodash-compat,,,,
karma-spec-reporter,12132.39,574.20,32086.42,25160.96
react-select,10532.73,395.64,25272.53,26843.54
eslint-plugin-babel,8718.84,453.69,,
oauth,946.83,5853.77,90474.37,97781.34
crypto-js,493.69,827.28,47406.58,32380.83
sorted-object,1.34,214.11,,
junk,18.30,15.28,,
pdfjs-dist,,,,
popsicle,242.47,61.19,68864.17,
check-error,11.35,9024.07,24061.02,34618.72
known-css-properties,502.91,205.17,59185.83,7546.02
cssauron,5985.96,4009.81,73388.51,82347.39
catharsis,119.04,4963.66,81485.40,29342.38
wrench,851.20,626.71,97131.72,96024.55
chromedriver,143.79,23.93,44315.24,9773.14
google-auth-library,439.73,35.15,,
crypto,,29.18,,15506.72
react-addons-create-fragment,,,,
time-grunt,108.06,45.13,,
jsdoctypeparser,1298.52,61.34,49794.45,26551.33
babel-preset-react-app,,,,
typings,39.96,7.73,85090.92,82354.11
grunt-karma,3154.31,5612.09,96414.35,20752.80
test-value,,,,
debuglog,422.51,746.11,34448.90,
abstract-leveldown,815.89,27.86,,
intersect,5771.47,49.00,77971.13,
@ngtools/webpack,28.70,27.23,28650.25,1451.67
vinyl-bufferstream,,7.35,,86554.47
typings-core,316.26,3.77,85618.23,73715.99
tmatch,103.77,1151.48,77717.74,42849.58
proxyquire,9.55,34.89,44569.98,61742.91
blank-object,1352.62,,81729.13,
call-me-maybe,12045.51,18.05,77096.65,63656.69
gulp-header,850.85,159.89,41157.24,14205.00
jscs-jsdoc,580.16,130.14,90336.66,82896.32
promise-finally,75.80,1435.01,,3859.62
koa-compose,1443.25,335.57,36244.68,56759.23
git-repo-info,370.37,32.08,52779.89,40845.40
yaml-js,14085.23,239.70,,
xml,951.65,1983.51,65648.34,74453.22
graphql,713.03,21.69,43855.31,18704.32
collapse-white-space,19.59,12.45,,
resolve-pathname,8560.02,698.60,47456.37,49578.38
vue,,,,
ret,133.18,138.83,47571.73,369.39
date-fns,604.70,298.84,29129.29,20287.61
fill-keys,1011.73,55.70,,
remap-istanbul,903.00,509.15,74691.04,41361.29
chmodr,4876.60,2938.56,57747.34,24715.17
tinycolor2,215.20,77.41,64429.46,66266.21
unorm,791.70,231.70,98644.42,38275.87
csv,390.94,36.47,24831.22,2863.25
bcrypt,258.85,183.23,22862.91,14303.95
ember-cli-babel,1388.89,52.20,42241.99,31020.52
numeral,9204.09,424.62,68979.82,61538.16
broccoli-babel-transpiler,2134.98,62.93,61810.58,26702.92
value-equal,6779.96,3314.96,61257.15,49880.28
module-not-found-error,9.50,,,
dns-packet,248.48,132.61,43622.88,22798.60
style-search,,130.48,38065.79,
bootstrap-sass,225.92,88.19,36775.67,21421.16
buffer-indexof,38.53,21.35,62806.15,
react-komposer,765.98,606.46,79884.41,71677.72
config,592.79,174.23,24358.77,20655.27
run-parallel,1944.24,189.77,42036.89,
needle,868.08,774.01,47050.73,23267.84
pullstream,6858.35,4.13,94895.01,93737.60
google-auto-auth,133.51,34.68,73454.24,
redux-mock-store,725.71,266.70,56738.67,66978.52
randexp,45.72,14.01,57759.53,5613.81
postcss-color-function,211.72,95.46,62171.90,46594.93
rgb,,430.15,70017.64,
react-addons-transition-group,,,,
path-posix,,,75854.69,
postcss-url,694.12,131.84,49663.66,36906.73
jasmine-reporters,1908.69,717.13,58808.15,61637.20
css-color-function,1853.32,44.34,77236.70,83294.13
uglifyjs-webpack-plugin,189.80,57.93,67045.03,53334.47
google-p12-pem,1110.20,7.37,,
cordova-lib,2662.10,117.75,38289.04,74941.65
lodash-node,,0.13,,
over,,7.61,,
postcss-custom-properties,279.12,8.75,9226.82,
kerberos,,319.77,,1605.95
simple-plist,755.76,1780.99,28802.10,24778.63
taffydb,1152.36,853.66,88872.12,95240.79
streamfilter,28.93,4375.82,,44961.26
underscore-contrib,1117.49,54.96,83502.98,57668.01
img-stats,8.91,2.58,87992.55,29054.14
is-git-url,3056.92,1646.27,25741.72,
concurrently,3438.32,262.07,32114.84,8638.07
grunt-contrib-less,646.96,186.21,71883.62,243.58
redux-form,807.30,62.13,65293.74,41230.98
gtoken,202.48,13.43,21840.87,
sync-exec,46.72,997.28,88999.99,44563.63
directory-encoder,13841.18,1451.48,,
jszip,543.77,176.04,55807.33,43346.81
babel-preset-fbjs,344.99,206.61,69940.20,39724.75
shortid,1209.28,1546.81,63809.91,47133.42
cson-parser,,,,
postcss-custom-media,279.12,8.75,9226.90,
left-pad,1761.85,353.74,67456.21,66909.99
grunt-contrib-connect,390.24,239.78,86823.28,
popsicle-status,0.38,1673.91,,
discontinuous-range,9581.64,20346.10,,
multicast-dns,101.21,119.70,58934.18,52884.66
helmet,527.47,77.37,23970.25,718.76
angular-mocks,,,,
listify,7.98,15.32,,48740.01
recompose,258.38,31.63,66709.85,46933.42
broccoli-persistent-filter,2059.23,220.09,53321.87,33275.51
lodash._topath,2.81,27.85,10895.96,7952.49
@angular/animations,,,,
popsicle-proxy-agent,4433.94,5377.04,,
webpack-manifest-plugin,1755.86,1361.02,,
passport-local,1106.77,2696.35,79755.06,62120.60
lodash._baseget,2.81,27.85,10896.06,7952.60
ecstatic,1093.30,153.10,69998.52,51461.47
npm-run-all,130.89,87.64,47558.03,38369.88
slice-stream,,21.04,87363.73,
popsicle-retry,193.55,1391.94,,
jscs-preset-wikimedia,216.60,7.50,31294.81,18425.27
match-stream,,,81134.02,77970.27
npm-registry-client,1455.98,1645.30,89439.88,43436.25
gulp-rev,593.82,151.14,62536.48,
async-disk-cache,668.67,104.28,53437.17,40340.21
bonjour,131.88,159.55,63486.48,53904.98
nodemailer-fetch,,,,
traceur,80.07,22.42,99273.85,11503.82
bower-json,764.71,101.43,21781.57,19375.33
p-throttler,637.21,150.36,66612.82,71563.06
angular-sanitize,,,,
static-module,2061.76,2804.08,57092.94,60547.08
pug-error,355.00,91.12,61047.85,37639.26
babel-plugin-transform-object-assign,,,,
dns-txt,,0.02,,54445.03
scmp,277.61,6.12,,21461.25
amd-name-resolver,1755.19,481.91,63322.08,42777.10
nodemailer-shared,,,,
zip-object,19.58,,,
multicast-dns-service-types,40.94,2408.21,87468.54,86981.01
dns-equal,0.89,,,
awesome-typescript-loader,344.96,94.32,73383.91,68979.14
pngquant-bin,741.06,755.59,47873.30,43478.94
symbol,,7.50,83264.85,
http-server,9172.68,3556.87,44834.18,38773.60
swagger-methods,,1.71,,
fs-promise,204.48,9.78,36560.68,
hash-for-dep,605.74,11.60,62790.72,53127.64
precond,,127.58,79786.75,81414.82
jsonschema,4930.35,1086.73,37794.63,50350.69
ts-loader,1219.51,145.38,25215.53,18357.74
intl,273.50,109.37,71548.44,70858.92
pug-lexer,355.00,91.12,61047.96,37639.38
mobx,218.31,56.86,14665.74,16536.49
helmet-csp,527.47,77.37,23970.69,719.20
requizzle,4803.98,477.79,,
zeparser,67.49,6.61,119339.45,114947.85
simplyimport,5225.78,,70054.16,32052.76
policyfile,3947.89,521.08,106971.24,60813.35
stream-transform,390.94,36.47,24831.86,2863.88
postcss-selector-matches,98.70,41.22,71698.27,54732.20
vinyl-buffer,7460.92,5061.27,,45994.30
postcss-media-minmax,1529.62,958.24,52868.81,25895.82
lodash.kebabcase,2.81,27.85,10896.34,7952.88
hsts,1372.59,93.71,,
request-replay,4549.06,46.85,67166.55,69303.63
active-x-obfuscator,24.24,6.79,110484.85,
pug,355.00,91.12,61048.04,37639.46
frameguard,527.47,77.37,23970.75,719.26
postcss-custom-selectors,279.12,8.75,9227.42,
lodash.partialright,2.81,27.85,10896.41,7952.95
jsdoc,632.71,521.90,58190.27,51535.96
nocache,341.05,744.90,,246.24
propprop,,,,
postcss-selector-not,279.12,8.75,9227.48,
httpreq,1163.19,537.74,26440.52,
internal-ip,605.01,13.40,35733.46,
unzip,877.35,12119.15,91305.81,76572.30
pug-walk,355.00,91.12,61048.13,37639.54
ember-cli-version-checker,2853.27,139.94,61872.42,22678.55
safe-json-parse,,14.36,90460.34,81204.51
blessed,317.73,1079.54,76090.01,69722.58
protobufjs,270.45,456.26,47021.14,36668.71
tree-kill,2493.01,788.71,49043.29,38212.73
gulp-cli,769.65,118.85,54526.98,25730.90
csv-generate,390.94,36.47,24832.02,2864.05
command-line-args,171.49,185.82,51486.19,
is-generator-function,115.06,429.28,21890.01,
imagemin-pngquant,1886.55,212.35,46875.40,
eslint-config-standard-jsx,65.15,50.21,58776.67,
x-xss-protection,527.47,77.37,23970.86,719.37
sequelize,,,,
react-addons-pure-render-mixin,,,,
typical,138.67,47.42,,
pug-runtime,355.00,91.12,61048.24,37639.66
dont-sniff-mimetype,704.44,3625.02,,
grunt-concurrent,277.12,341.21,,
front-matter,2899.42,101.35,42449.41,48198.20
react-side-effect,755.54,2375.69,71215.09,25655.32
intl-messageformat-parser,277.57,41.85,11533.29,2302.08
