pkg_name,maintainer_count,gh_days_since_commit,gh_open_prs,gh_open_issues,gh_stars,gh_repo_url
unidecode,1,225,1,4,149,https://github.com/FGRibreau/node-unidecode
passthrough-counter,3,54,1,0,8,https://github.com/stream-utils/passthrough-counter
form-serialize,1,2060,3,10,398,https://github.com/shtylman/form-serialize
pouchdb-merge,9,61,31,69,17222,https://github.com/pouchdb/pouchdb
hullabaloo-config-manager,1,2560,1,1,14,https://github.com/novemberborn/hullabaloo-config-manager
azure-arm-powerbiembedded,1,736,0,0,1190,https://github.com/Azure/azure-sdk-for-node
coffee-register,1,2507,0,1,3,https://github.com/danielkalen/coffee-register
ember-modal-dialog,4,153,12,42,391,https://github.com/yapplabs/ember-modal-dialog
parse-server-push-adapter,6,5,1,22,95,https://github.com/parse-server-modules/parse-server-push-adapter
css-tree,2,32,15,51,1993,https://github.com/csstree/csstree
grunt-jsonlint,1,251,1,0,34,https://github.com/brandonramirez/grunt-jsonlint
vue-html-loader,1,2681,1,0,77,https://github.com/vuejs/vue-html-loader
azure-arm-servermanagement,1,736,0,0,1190,https://github.com/Azure/azure-sdk-for-node
no-arrowception,5,1752,0,0,5,https://github.com/continuationlabs/no-arrowception
license-checker,1,466,19,75,1645,https://github.com/davglass/license-checker
node-haste,3,3144,3,0,224,https://github.com/facebook/node-haste
azure-arm-devtestlabs,1,736,0,0,1190,https://github.com/azure/azure-sdk-for-node
eslint-plugin-react-native-wix,11,783,4,1,4,https://github.com/wix/eslint-config-wix
flags,10,1,10,8,392,https://github.com/vercel/flags
firefox-profile,1,270,3,4,60,https://github.com/saadtazi/firefox-profile-js
sanitizer,1,1681,3,9,383,https://github.com/theSmaw/Caja-HTML-Sanitizer
lodash.isregexp,2,148,28,72,60447,https://github.com/lodash/lodash
sniffr,1,449,0,6,42,https://github.com/amoilanen/sniffr
@google-cloud/language,1,0,46,54,3005,https://github.com/googleapis/google-cloud-node
composer-cucumber-steps,1,1569,0,0,30,https://github.com/hyperledger/composer
string-format,1,2227,1,8,332,https://github.com/davidchambers/string-format
args-js,1,3248,0,1,387,https://github.com/joebain/args.js
ember-cli-autoprefixer,2,796,14,3,103,https://github.com/kimroen/ember-cli-autoprefixer
knockout,3,317,72,28,10502,https://github.com/knockout/knockout
grunt-available-tasks,2,1867,1,4,81,https://github.com/ben-eb/grunt-available-tasks
image-type,1,318,0,0,374,https://github.com/sindresorhus/image-type
package-json-versionify,1,3061,0,0,12,https://github.com/nolanlawson/package-json-versionify
async-array-reduce,2,2800,0,0,5,https://github.com/jonschlinkert/async-array-reduce
sander,1,267,2,8,119,https://github.com/rich-harris/sander
grunt-bower-install-simple,1,2155,0,0,26,https://github.com/rse/grunt-bower-install-simple
babel-preset-vue-app,2,2327,2,4,126,https://github.com/egoist/babel-preset-vue-app
grunt-contrib-handlebars,7,312,7,21,281,https://github.com/gruntjs/grunt-contrib-handlebars
@google-cloud/compute,1,0,46,54,3005,https://github.com/googleapis/google-cloud-node
karma-angular-filesort,1,2445,1,2,13,https://github.com/wilsonjackson/karma-angular-filesort
buffer-compare,1,2852,0,0,4,https://github.com/soldair/node-buffer-compare
node-xmpp-core,1,25,3,33,2231,https://github.com/node-xmpp/node-xmpp
concatenate,1,2630,0,0,1,https://github.com/stephenmathieson/node-concatenate
@google-cloud/bigtable,1,0,46,46,101,https://github.com/googleapis/nodejs-bigtable
less-middleware,2,837,4,8,266,https://github.com/emberfeather/less.js-middleware
semantic-ui-react,2,169,25,75,13251,https://github.com/Semantic-Org/Semantic-UI-React
git-head,1,1460,3,0,8,https://github.com/christophwitzko/git-head
hapi-for-you,5,1752,0,0,1,https://github.com/continuationlabs/hapi-for-you
monotone-convex-hull-2d,1,1119,1,1,50,https://github.com/mikolalysenko/monotone-convex-hull-2d
@angular/flex-layout,1,249,2,48,5887,https://github.com/angular/flex-layout
vcap_services,1,862,7,0,0,https://github.com/germanattanasio/vcap_services
gulp-ng-html2js,1,2156,1,0,110,https://github.com/marklagendijk/gulp-ng-html2js
merge-options,1,497,1,0,68,https://github.com/schnittstabil/merge-options
rc-notification,8,19,12,20,380,https://github.com/react-component/notification
read-json,1,3335,0,0,1,https://github.com/n-johnson/read-json
unist-util-generated,2,673,0,0,4,https://github.com/syntax-tree/unist-util-generated
print,1,968,0,1,7,https://github.com/Alhadis/Print
level-filesystem,2,1980,6,7,169,https://github.com/mafintosh/level-filesystem
strip-url-auth,1,1036,0,0,18,https://github.com/sindresorhus/strip-url-auth
octal,1,3460,0,0,19,https://github.com/mafintosh/octal
level-blobs,1,2606,1,0,8,https://github.com/mafintosh/level-blobs
airbnb-prop-types,6,282,1,10,671,https://github.com/airbnb/prop-types
span-skip-list,3,955,0,0,9,https://github.com/atom/span-skip-list
contentful,3,3,3,29,1234,https://github.com/contentful/contentful.js
convex-hull,1,3822,0,1,39,https://github.com/mikolalysenko/convex-hull
lodash.intersection,2,148,28,72,60447,https://github.com/lodash/lodash
release-zalgo,1,2012,0,0,1,https://github.com/novemberborn/release-zalgo
rbush,1,228,3,8,2564,https://github.com/mourner/rbush
hike,1,2011,0,0,10,https://github.com/nodeca/hike-js
lodash.partial,2,148,28,72,60447,https://github.com/lodash/lodash
modern-syslog,17,372,2,4,49,https://github.com/strongloop/modern-syslog
incremental-convex-hull,1,1372,1,0,12,https://github.com/mikolalysenko/incremental-convex-hull
cluster,2,3466,13,52,2291,https://github.com/LearnBoost/cluster
svgo-loader,2,253,1,0,308,https://github.com/svg/svgo-loader
python-shell,3,82,11,55,2143,https://github.com/extrabacon/python-shell
@types/js-yaml,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
dompurify,1,11,0,0,15118,https://github.com/cure53/DOMPurify
angular2-in-memory-web-api,2,1821,6,71,1179,https://github.com/angular/in-memory-web-api
git-validate,1,2487,0,8,97,https://github.com/nlf/git-validate
depcheck,2,72,23,77,4883,https://github.com/depcheck/depcheck
path-ends-with,1,2610,0,0,8,https://github.com/jonschlinkert/path-ends-with
affine-hull,1,3822,0,1,5,https://github.com/mikolalysenko/affine-hull
back,1,2808,0,0,25,https://github.com/jcrugzz/back
lodash.topath,2,148,28,72,60447,https://github.com/lodash/lodash
cssfilter,1,268,2,1,29,https://github.com/leizongmin/js-css-filter
plop,2,147,20,56,7369,https://github.com/plopjs/plop
react-hammerjs,1,1392,4,45,935,https://github.com/JedWatson/react-hammerjs
cjsx-loader,1,3309,0,4,53,https://github.com/KyleAMathews/cjsx-loader
sails-hook-orm,5,421,7,0,17,https://github.com/balderdashy/sails-hook-orm
unicode-properties,1,852,3,4,58,https://github.com/devongovett/unicode-properties
humanize-url,1,1036,0,1,248,https://github.com/sindresorhus/humanize-url
ng2-alfresco-datatable,1,1,28,51,296,https://github.com/Alfresco/alfresco-ng2-components
rc-steps,10,1,9,14,337,https://github.com/react-component/steps
actionbuffer,1,2923,0,0,1,https://github.com/danielkalen/actionbuffer
child_process,1,400,4,0,161,https://github.com/npm/security-holder
synthetic-dom,1,780,21,79,884,https://github.com/sstur/draft-js-utils
mapbox-gl-function,1,3020,0,0,12,https://github.com/mapbox/mapbox-gl-function
recursive-iterator,1,2830,0,3,90,https://github.com/nervgh/recursive-iterator
@google-cloud/resource,1,667,0,0,22,https://github.com/googleapis/nodejs-resource
fn-args,1,558,0,0,52,https://github.com/sindresorhus/fn-args
blocked,3,2024,0,2,734,https://github.com/visionmedia/node-blocked
@google-cloud/prediction,1,2560,0,0,5,https://github.com/googleapis/nodejs-prediction
babel-plugin-transform-remove-strict-mode,1,3342,0,1,97,https://github.com/genify/babel-plugin-transform-remove-strict-mode
@google-cloud/speech,1,0,46,54,3005,https://github.com/googleapis/google-cloud-node
kw-react-tween-state,1,2797,2,7,1738,https://github.com/chenglou/react-tween-state
@google-cloud/dns,1,0,46,54,3005,https://github.com/googleapis/google-cloud-node
hast-util-to-html,2,80,0,0,104,https://github.com/syntax-tree/hast-util-to-html
restructure,1,330,3,11,134,https://github.com/devongovett/restructure
gulp-webdriver,1,798,10,5,76,https://github.com/webdriverio/gulp-webdriver
clipboardy,1,565,0,17,1838,https://github.com/sindresorhus/clipboardy
mensch,2,819,2,1,115,https://github.com/brettstimmerman/mensch
fs-mode,1,3873,0,0,1,https://github.com/es128/fs-mode
draft-js-import-element,1,780,21,79,884,https://github.com/sstur/draft-js-utils
cerebral,6,9,0,1,1998,https://github.com/cerebral/cerebral
gift,2,79,2,23,145,https://github.com/notatestuser/gift
cbify,1,3875,0,0,1,https://github.com/es128/cbify
materialize-css,1,38,100,0,38881,https://github.com/Dogfalo/materialize
passport-saml,2,57,13,23,869,https://github.com/node-saml/passport-saml
git-clone,1,392,2,6,67,https://github.com/jaz303/git-clone
pouchdb-adapter-utils,9,61,31,69,17222,https://github.com/pouchdb/pouchdb
bunyan-format,1,1961,3,7,52,https://github.com/thlorenz/bunyan-format
dotty,3,774,5,7,127,https://github.com/deoxxa/dotty
@types/moment,1,269,44,56,48083,https://github.com/moment/moment
browserify-fs,1,1851,7,8,189,https://github.com/mafintosh/browserify-fs
phonegap,8,1127,12,75,490,https://github.com/phonegap/phonegap-cli
parse-server-simple-mailgun-adapter,5,1494,0,0,84,https://github.com/ParsePlatform/parse-server-simple-mailgun-adapter
protractor-cucumber-framework,5,42,3,2,199,https://github.com/protractor-cucumber-framework/protractor-cucumber-framework
electron-download-tf,1,2,0,8,358,https://github.com/electron-userland/electron-download
pouchdb-json,9,61,31,69,17222,https://github.com/pouchdb/pouchdb
pg-native,1,0,49,51,12648,https://github.com/brianc/node-postgres
connected-domain,1,3292,0,0,0,https://github.com/neekey/connected-domain
sse4_crc32,2,671,2,4,132,https://github.com/anandsuresh/sse4_crc32
raptor-renderer,5,2633,0,0,4,https://github.com/raptorjs/raptor-renderer
gulp-ng-constant,1,2011,7,10,109,https://github.com/guzart/gulp-ng-constant
unipointer,1,1228,0,0,27,https://github.com/metafizzy/unipointer
stampit,2,151,0,6,3013,https://github.com/stampit-org/stampit
rc-dropdown,6,74,7,22,177,https://github.com/react-component/dropdown
is-obj-prop,1,2,1,0,1,https://github.com/dustinspecker/is-obj-prop
git-refs,1,3022,1,0,6,https://github.com/christophwitzko/git-refs
jsondiffpatch,1,39,7,33,5001,https://github.com/benjamine/jsondiffpatch
path-object,1,3729,0,0,4,https://github.com/christophwitzko/path-object
alt,1,773,19,81,3441,https://github.com/goatslacker/alt
anysort,2,2016,0,1,7,https://github.com/es128/anysort
obj-props,1,345,0,0,1,https://github.com/dustinspecker/obj-props
jsan,2,1238,0,1,91,https://github.com/kolodny/jsan
videojs-vtt.js,18,660,6,10,74,https://github.com/videojs/vtt.js
redux-router,3,1403,7,24,2296,https://github.com/acdlite/redux-router
stylefmt,1,1982,10,90,2092,https://github.com/morishitter/stylefmt
remark-toc,3,598,0,0,457,https://github.com/remarkjs/remark-toc
@types/browserify,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
http-string-parser,2,1384,4,3,26,https://github.com/apiaryio/http-string-parser
vrsource-tslint-rules,1,1781,1,3,56,https://github.com/vrsource/vrsource-tslint-rules
grunt-run,1,2564,1,10,26,https://github.com/spalger/grunt-run
@types/mz,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
ember-cookies,1,0,7,10,115,https://github.com/simplabs/ember-cookies
cloudant-nano,6,2711,0,0,16,https://github.com/cloudant-labs/cloudant-nano
icepick,1,1369,0,2,422,https://github.com/aearly/icepick
grunt-coffeelint,3,1838,1,7,115,https://github.com/vojtajina/grunt-coffeelint
gulp-ruby-sass,1,1568,0,0,463,https://github.com/sindresorhus/gulp-ruby-sass
random-uuid-v4,1,857,11,2,11,https://github.com/leahciMic/uuid-v4
rc-editor-core,3,1408,8,5,56,https://github.com/react-component/editor-core
intl-locales-supported,5,2,15,21,14478,https://github.com/formatjs/formatjs
svg-react-loader,1,699,32,21,559,https://github.com/jhamlet/svg-react-loader
@types/relateurl,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
deppack,2,1736,0,4,4,https://github.com/brunch/deppack
@types/html-minifier,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
hast-util-sanitize,2,197,0,1,53,https://github.com/syntax-tree/hast-util-sanitize
pull-pushable,2,1723,1,3,21,https://github.com/dominictarr/pull-pushable
phridge,7,2988,1,6,518,https://github.com/peerigon/phridge
raptor-args,5,2817,0,2,7,https://github.com/raptorjs/raptor-args
kuduscript,4,756,8,14,38,https://github.com/projectkudu/kuduscript
assign-deep,2,1171,3,4,77,https://github.com/jonschlinkert/assign-deep
classlist-polyfill,2,2104,1,5,57,https://github.com/yola/classlist-polyfill
node-geocoder,1,174,9,42,942,https://github.com/nchaulet/node-geocoder
angular-dynamic-locale,1,226,4,10,321,https://github.com/lgalfaso/angular-dynamic-locale
mincer,2,1501,1,6,628,https://github.com/js-kyle/mincer
po2json,1,850,10,8,179,https://github.com/mikeedwards/po2json
react-html-attributes,1,1201,3,1,23,https://github.com/jackyho112/react-html-attributes
promise-retry,3,862,5,6,317,https://github.com/IndigoUnited/node-promise-retry
ngmin,1,3951,0,2,860,https://github.com/btford/ngmin
es6-promise-pool,1,560,12,13,381,https://github.com/timdp/es6-promise-pool
rss,2,44,16,31,1029,https://github.com/dylang/node-rss
@types/object-assign,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
flatpickr,2,281,100,0,16315,https://github.com/chmln/flatpickr
@types/inquirer,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
parallelshell,3,1707,5,15,501,https://github.com/darkguy2008/parallelshell
libpq,1,79,11,30,116,https://github.com/brianc/node-libpq
@types/supertest,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
route-parser,1,697,2,15,357,https://github.com/rcs/route-parser
prettier-eslint,6,1,2,4,4047,https://github.com/prettier/prettier-eslint
babel-preset-vue,2,1368,7,2,91,https://github.com/egoist/babel-preset-vue
nuka-carousel,17,103,2,18,3096,https://github.com/FormidableLabs/nuka-carousel
gulp-rev-all,2,861,3,54,421,https://github.com/smysnk/gulp-rev-all
mimik,1,2958,0,9,30,https://github.com/simoami/mimik
uglify-js-brunch,2,1398,0,0,157,https://github.com/brunch/uglify-js-brunch
gulp-preprocess,1,437,0,2,20,https://github.com/pioug/gulp-preprocess
crypto-lite,1,323,0,0,5,https://github.com/litejs/crypto-lite
favicons,3,0,7,38,1206,https://github.com/itgalaxy/favicons
connect-busboy,1,493,0,0,155,https://github.com/mscdex/connect-busboy
bootstrap-select,1,285,20,80,9870,https://github.com/snapappointments/bootstrap-select
d64,1,4120,0,2,50,https://github.com/dominictarr/d64
multi-glob,5,1882,1,0,21,https://github.com/busterjs/multi-glob
forwarded-for,6,859,0,1,20,https://github.com/primus/forwarded-for
eslint-plugin-unicorn,2,2,2,98,4492,https://github.com/sindresorhus/eslint-plugin-unicorn
pxt-microbit,1,1,33,67,762,https://github.com/Microsoft/pxt-microbit
esformatter-eol-last,1,2012,1,1,2,https://github.com/briandipalma/esformatter-eol-last
url-search-params,1,2357,0,0,761,https://github.com/WebReflection/url-search-params
block-elements,1,2929,0,2,19,https://github.com/webmodules/block-elements
esformatter-spaced-lined-comment,1,2012,1,0,2,https://github.com/briandipalma/esformatter-spaced-lined-comment
primus,6,551,0,50,4476,https://github.com/primus/primus
html-tag-names,1,556,0,0,61,https://github.com/wooorm/html-tag-names
@timer/detect-port,2,150,0,1,385,https://github.com/node-modules/detect-port
aot-test-generators,1,2362,1,1,0,https://github.com/ember-cli/aot-test-generators
drafter.js,2,652,2,1,56,https://github.com/apiaryio/drafter.js
@types/graceful-fs,1,0,100,0,49706,https://github.com/DefinitelyTyped/DefinitelyTyped
react-native-code-push,2,9,8,7,9102,https://github.com/microsoft/react-native-code-push
confit,4,38,3,0,60,https://github.com/krakenjs/confit
xo-init,1,553,0,0,47,https://github.com/xojs/xo-init
isnumber,1,3615,0,0,2,https://github.com/brycebaril/node-isnumber
globalize,3,810,0,100,4808,https://github.com/globalizejs/globalize
promise-js,1,3333,0,1,9,https://github.com/kevincennis/promise
svg-tag-names,1,556,0,0,30,https://github.com/wooorm/svg-tag-names
hot-shots,1,79,1,36,531,https://github.com/brightcove/hot-shots
stream-to-pull-stream,2,1762,1,3,30,https://github.com/dominictarr/stream-to-pull-stream
whoots-js,1,1457,1,3,24,https://github.com/mapbox/whoots-js
weak,1,1213,5,33,238,https://github.com/TooTallNate/node-weak
tsml,1,3592,0,0,37,https://github.com/rvagg/tsml
react-native-linear-gradient,9,67,10,90,4925,https://github.com/react-native-linear-gradient/react-native-linear-gradient
is-circular,1,1825,1,1,14,https://github.com/tjmehta/is-circular
mimoza,1,3749,0,0,8,https://github.com/nodeca/mimoza
videojs-font,20,338,0,4,62,https://github.com/videojs/font
homedir,1,2853,0,1,10,https://github.com/wilmoore/node-homedir
azure-servicefabric,1,736,0,0,1190,https://github.com/azure/azure-sdk-for-node
